economy,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
EAS,41.6343413119014,42.615489470344,43.7684853220953,44.9513109057327,46.0139133803762,47.0408499812646,48.1178518187495,49.3049109425273,50.2178679776185,51.2691603606568,52.0187036677998,53.7652047882868,54.6999640125725,55.6959158950494,56.6126794721138,57.7233143419672,58.7921942331022,59.8037083838459,60.8515259788814,61.7435560127223,62.3741418144863,63.2351929830371,63.6828244393002,64.0244370902805
ECA,56.7337504152734,57.0403250825841,57.3793057352578,57.7592991522649,58.1443868660183,58.520684503589,58.9220241693206,59.3245654612929,59.762630366817,60.2228045773549,60.7251070375303,61.3214773416833,62.2669531526226,63.8500039555659,65.5655995922325,66.8135844921441,67.2028741800351,67.2908425220823,67.4464992918229,67.7517086172661,67.9547177892126,68.150425455559,68.1628939259503,68.1621549417313
ECS,68.6569733328698,68.8662870889579,69.0578481309501,69.2484024834728,69.4043166751762,69.5656545250357,69.7661315979996,69.9675738648992,70.1642887567137,70.3523318050019,70.583139616066,70.8155293553171,71.1504937776611,71.6786457548467,72.2373894689144,72.6866697009849,72.9303205508812,73.0396143369844,73.1803655864529,73.3626712556912,73.4956350117713,73.6225864414212,73.7292682667978,73.8432014952513
ECU,60.6865005107058,61.0123544006659,61.2871268050958,61.5418469886978,61.7829573274038,62.0068704145716,62.2099988435587,62.3887552077227,62.5395521004212,62.6588021150118,62.7405258611644,62.7949053547691,62.8408732819135,62.8837286624122,62.9232432195799,62.959188676731,62.9913367571804,63.0194591842425,63.0433276812321,63.0627139714638,63.0773897782521,63.0871268249117,63.0901835932266,63.1307729554263
EGY,42.7339398932519,42.7835506765333,42.8347629483917,42.8834685533792,42.9255593360476,42.9569271409488,42.9729991680104,42.9729666344509,42.9608989120873,42.9383470624904,42.9057175520154,42.8634168470177,42.8118514138525,42.7514277188751,42.6825522284408,42.6056314089048,42.5210717266225,42.4486008687179,42.4577177449969,42.4812027332648,42.5181534630674,42.5686062621468,42.6325129008032,42.7098115041919
EMU,73.6205869309853,73.8745634126226,74.0639844263158,74.225898135006,74.3766855702146,74.5352220090069,74.6858266193059,74.8135154665053,74.9146557887777,75.0384089140619,75.1951485291125,75.3067945322961,75.4687025194882,75.683369177995,75.8697574138535,76.0823620934604,76.3490742080358,76.4737406464159,76.6346252265652,76.8077280588719,76.9231896657797,77.0333277900748,77.1544577812445,77.2759599495268
ERI,34.0983619689941,34.3253211975098,34.5420799255371,34.7451286315918,34.9324645996094,35.1022033691406,35.2525177001953,35.3820953369141,35.4897117614746,35.5742034912109,35.6346549987793,35.6706275939941,35.6824264526367,35.6713333129883,35.639720916748,35.591007232666,35.5254287719727,35.4427146911621,35.3451042175293,35.2352333068848,35.116138458252,34.9871139526367,34.8469276428223,34.696403503418
ESP,76.1650552349602,76.3156889510385,76.4934217249538,76.709335590859,76.9549627547133,77.2206801920294,77.4968648783202,77.7738937890987,78.0421438998777,78.2919921861701,78.5138156234888,78.695397956495,78.8455680301618,78.9858086902112,79.1196713833488,79.2454892743023,79.3615955277997,79.4663233085683,79.5580057813361,79.6349761108307,79.6955674617799,79.7846242983598,79.9548794567814,80.128491001856
EST,67.385529072627,67.3926456349791,67.4090870965661,67.4341760348669,67.467351453949,67.5080523578799,67.5557177507269,67.6097866365576,67.6696980194394,67.7348909034398,67.8048042926262,67.8775556334506,67.9629593320316,68.0923458296768,68.2668382808032,68.4796609690553,68.724038178078,68.9931941915158,69.2803532930133,69.5787397662154,69.8815778947665,70.1777274135822,70.4892333736738,70.6770085523126
ETH,14.9193096160889,15.1177673339844,15.333233833313,15.5438537597656,15.7585906982422,15.982967376709,16.2148475646973,16.0948330261902,16.7936706542969,17.1511001586914,17.4937839508057,17.863790512085,18.2061367034912,18.615514755249,19.0262870788574,19.451566696167,19.8763618469238,20.3084850311279,20.7838096618652,21.2486705780029,21.6260051727295,22.1067085266113,22.7367687225342,23.0586471557617
EUU,71.5199736472839,71.7569992027077,71.9446161852977,72.0888509718286,72.230887310077,72.4002351707177,72.5614920699129,72.6886302974583,72.821398818322,72.9468469621213,73.1092331195545,73.2162096061221,73.3526656193263,73.5376776618371,73.6983165180291,73.8743742665848,74.089077283109,74.1940799110393,74.3251511986635,74.4596491524844,74.5499802167242,74.6469353508505,74.7659603902094,74.8943502719612
FCS,38.7760769779893,39.0589507776654,39.3224692611567,39.5900064591702,39.8696488972628,40.1414311757822,40.3974367573523,40.6084865963147,40.9286063763968,41.220435396797,41.5202413921498,41.8692557467305,42.3328926527058,42.8504276933508,43.2205442598504,43.5210484941133,43.8128075913534,44.1056109363171,44.3906825236549,44.653472474234,44.9346292149919,45.2430817899977,45.5264138281595,45.7781084821062
FIN,67.1227685349539,67.4982392821958,67.7951641569199,68.0425549126858,68.2766596767133,68.5140529517604,68.7588279849327,69.0200377316963,69.2943672196361,69.546259966947,69.7855798796947,70.0583261874252,70.3661363168712,70.6742118159277,70.9879168940753,71.3054930040604,71.6158383428171,71.9563038312956,72.3423467740343,72.7431214358314,73.0849439791673,73.3710215780329,73.6967597835949,74.0062548602828
FJI,48.0649880871211,48.4287914591462,48.7795139144731,49.1260494882891,49.4772922157817,49.8421361321385,50.2294752725468,50.6494569776975,51.0979752573339,51.5628013169579,52.0415147785104,52.5335449475105,53.0383211294771,53.5552726299291,54.0838287543856,54.6234188083653,55.1734720973874,55.7408343449609,56.2328347385698,56.70989552257,57.186684691874,57.6618364761928,58.1352701465266,58.6069049738768
FRA,76.5143983146093,76.9074413607811,77.2543866607525,77.4691216035138,77.4900500011961,77.4363315105438,77.3467240068648,77.2457976606157,77.1561901569367,77.1005391809676,77.0962844808803,77.1182717387509,77.1669464919916,77.2440721470918,77.3524296788613,77.7610919150066,78.5999114705779,78.6467804026368,78.6714432536599,78.6890784549356,78.7119131765249,78.7364603392338,78.7591921123356,78.7804323126547
FRO,35.6986770629883,35.9342155456543,35.9365425109863,36.1276473999023,36.317985534668,36.3320579528809,36.4584197998047,36.2929878234863,36.4679222106934,36.8888092041016,37.2536926269531,37.2975959777832,37.3244972229004,37.7414817810059,37.9093894958496,38.1431503295898,38.3200225830078,38.3324699401855,38.4058837890625,38.3945655822754,38.6689987182617,38.8083763122559,38.9959824546757,39.1975270123645
FSM,22.3299999237061,22.3299999237061,22.3299999237061,22.3299999237061,22.3299999237061,22.3299999237061,22.3275140420008,22.3208324539882,22.3111192453232,22.2995385016606,22.2903529875138,22.2914664135472,22.2942568788425,22.2986323961146,22.3046193122479,22.3122336099411,22.3214896137555,22.332401189542,22.3449820355433,22.359245777081,22.3752060036598,22.3928762855411,22.4122701819053,22.4334012451903
GAB,79.5660404650438,80.4090993437448,81.2205241874174,81.9970830091574,82.7355438220611,83.4326746392243,84.0852434737431,84.6900183387136,85.2437672472316,85.7432582123932,86.1852592472945,86.5665383650315,86.8838635787001,87.1482480671637,87.6236017962969,88.085308383892,88.5445883406178,89.0009733256896,89.4539949981866,89.9031850170394,90.3480750410147,90.7881967286967,91.2243355459988,91.6375962797313
GBR,79.8241408315172,79.9838301298823,80.1146062677742,80.2331593332802,80.3423284929998,80.4455938127627,80.5464353583991,80.6483331957387,80.7547673906116,80.8692180088478,80.995165116277,81.1359685592627,81.2905667759508,81.4573768694887,81.6355750750722,81.8243772295647,82.0229991698295,82.23065673273,82.4465657551295,82.6699420738913,82.9000015258789,82.9886431523641,83.0753982997505,83.1601932891335
GEO,52.4935999592259,52.4098165040349,52.4127676027039,52.5144705663341,52.7173199317225,53.0036280624359,53.3593916521584,53.7706073945741,54.2232719833673,54.7033821122222,55.1969344748228,55.6899257648533,56.1683526759979,56.6182119019407,57.0237612994258,57.3803800455672,57.6984032005062,57.9996827205757,58.3038181862576,58.6304091780343,58.9990552763878,59.4293560618005,60.0101622679115,60.7523077799724
GHA,43.9373786640616,44.6410507317701,45.3484692124806,46.0547973581418,46.7572004525685,47.4528437795757,48.1388926229785,48.8125122665918,49.4708679942306,50.1111250897099,50.7296926788704,51.3304086646488,51.9197918381031,52.4985794475913,53.0663398797148,53.6226415210752,54.167052758274,54.6991419779128,55.218477566593,55.7246279109161,56.2171613974837,56.6952556826536,57.250609602871,57.8074737774654
GIB,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GIN,30.9231105645224,31.2176948406254,31.5131362085814,31.8086015036327,32.1032575610216,32.3962712159907,32.6868093037822,32.9740386596386,33.2571261188022,33.5352385165154,33.8075426880206,34.0732054685603,34.3313936933767,34.5812741977122,34.8177920826682,35.0373191833496,35.3100280761719,35.5827331542969,35.8554382324219,36.1281547546387,36.4802208060551,36.8502178436256,37.2384967469106,37.6454083954705
GMB,46.9722332873784,48.3491979765917,49.5731153377033,50.6010077995371,51.5062022597801,52.3582132660613,53.1603285370566,53.9196109423854,54.6431233516671,55.3379286345209,56.0110896605662,56.6696692994225,57.3207304207091,57.970305611505,58.6141799655551,59.2458499408388,59.8652472486563,60.471712657237,61.0645869348107,61.643210849607,62.2069251698555,62.7550706637859,63.2869880996278,63.8020182456108
GNB,36.8412054388232,37.1627839410066,37.4734924367695,37.7773055741583,38.0781980012196,38.3801443659997,38.6871193165452,39.0030975009025,39.3320535671181,39.6716434222135,40.0095596313477,40.4391136169434,40.8686027526855,41.2976379394531,41.7271995544434,42.1568145751953,42.586109161377,43.0155792236328,43.4449081420898,43.8745574951172,44.3038330078125,44.7334136962891,45.1627159118652,45.5923843383789
GNQ,38.8154587133988,38.8638365386531,39.1969150391705,39.895902485648,40.9304009672368,42.2814597171299,43.9301279685204,45.8574549546013,48.0444899085658,50.4722820636069,53.1218806529176,55.9743349096911,59.0106940671203,62.2120073583984,65.5593240167184,68.951270615355,69.253269853051,69.5516019132985,69.8396623666175,70.1175419547293,70.3853314193247,70.6431215020592,70.8910029445467,71.1290664883517
GRC,72.665642910984,72.8460703788502,73.0977109642516,73.432268024093,73.8267602923728,74.2617376694311,74.717750055608,75.1753473512439,75.615079456679,76.0174962722535,76.3631476983077,76.6352609929407,76.8679797449322,77.0951999650171,77.3130486275866,77.5194426317545,77.7122988766348,77.8895342613411,78.0490656849874,78.1888100466875,78.3066842455552,78.3884898647442,78.5502190980809,78.7746303842088
GRD,35.8702371019579,35.9199973947796,35.9199179937357,35.9194385233611,35.9181958391436,35.9158260786725,35.9119653795374,35.9062498793276,35.8983157156326,35.8877990260417,35.8743359481443,35.8601091092326,35.8652755773132,35.8792242623778,35.9014624346562,35.9319491111708,35.9706014181883,36.0173296416579,36.0720421424532,36.1346465679904,36.2050502515788,36.2831603706908,36.3688840183487,36.462128238584
GRL,81.4517822265625,81.7906112670898,82.0752868652344,82.3485946655273,82.5634307861328,82.6899108886719,82.8471984863281,83.2039566040039,83.621826171875,83.8556137084961,84.2784881591797,84.5286026000977,84.8864593505859,85.3725891113281,85.6772384643555,86.046257019043,86.2261047363281,86.3915557861328,86.72509765625,87.0217895507812,87.2840881978115,87.5452017613678,87.8049405256832,88.0631147749908
GTM,43.2434755105047,44.678095600504,45.7754731938848,46.5865389722105,47.326819486636,48.0557951573834,48.7676356188334,49.4565105053665,50.1165894513633,50.7420420912045,51.3270380592706,51.8657469899423,52.3523385176,52.7809822766245,53.1458479013964,53.4411050262961,53.6609232857043,53.7994723140017,53.845962303542,54.1882267267974,54.5483167911628,54.9047071553758,55.2581228215265,55.6082319565539
GUM,93.1395316242857,93.2781071591292,93.4166219465011,93.5502870629964,93.6758326459328,93.7899888326279,93.8894857603993,93.9710535665648,94.0314223884421,94.0673223633488,94.0765173267308,94.0771054436498,94.0777276704115,94.0782751403862,94.0787476782557,94.079145108702,94.079467256407,94.0797139460527,94.079885002321,94.0799802498939,94.0804991087801,94.0884327694075,94.1068261842046,94.1349341638921
GUY,28.7610390578913,28.6194627210441,28.4796776810692,28.3083472486662,28.0668850172523,27.7758550706193,27.4604582346121,27.1458953350755,26.8573671978542,26.620074648793,26.4592185137368,26.3999996185303,26.3999996185303,26.4003891353669,26.4018152016157,26.4043918297579,26.4080892882899,26.412905546573,26.4188378517884,26.4258834773058,26.4340397353676,26.443303961947,26.4536735068183,26.4651457279878
HIC,76.1243587136707,76.3835804739705,76.70572876164,77.0606383849569,77.4095974944961,77.7101607010208,77.9906658084009,78.2586161871986,78.4997972665246,78.6868043291079,78.8495856198825,78.9755394009323,79.0761338947917,79.1842546952044,79.2816692842533,79.3873774562132,79.4995354743216,79.5646361553009,79.6245241556878,79.6868467579363,79.7425272244963,79.8087649305671,79.9046308853316,80.0174997946605
HKG,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
HND,45.3233354392127,45.8623033555915,46.4194190064116,46.990184604045,47.5739776096056,48.1703884178554,48.7790074235564,49.3994250214704,50.0312316063593,50.6740175729851,51.3273733161098,51.9908892304951,52.6641557109031,53.356379133253,53.8768089124249,54.3828473751434,54.8868414578857,55.3877322339915,55.8852577716247,56.3791561389766,56.8691654042685,57.3550236357547,57.8364689017254,58.3132392705102
HPC,28.2569513039077,28.5969142404534,28.9155252606177,29.2232168651352,29.5462529996983,29.8756911120483,30.225177366358,30.5407545700241,30.9764021760139,31.3678366610042,31.7683238189164,32.176358845272,32.5841925844927,33.0126257405067,33.4544444212925,33.8811007245147,34.3112319405726,34.7491017080037,35.1961108060605,35.6138460414848,36.0300593848953,36.4724990615456,36.9472479538651,37.3896717239115
HRV,55.6818319251231,55.6913829056559,55.6745468592554,55.6386960202113,55.5890878734365,55.5307217475444,55.4685969711483,55.4077128728613,55.3530687812969,55.3096640250682,55.2824979327886,55.2773793281248,55.3042888624873,55.3659479687433,55.4591834926844,55.5812594509004,55.7294398599808,55.9009887365155,56.093170097094,56.303247958306,56.5284863367411,56.7683502560171,56.9977571733605,57.2431560672198
HTI,36.8408497942176,38.3871832598564,39.9708985140797,41.2007603284477,41.8705746346912,42.5791771857318,43.2846444920296,43.9866171992907,44.6847359532184,45.3786413995138,46.0679741838751,46.7523749519985,47.4314843495779,48.1049430223048,48.7723916158687,49.4334707759572,50.087821148256,50.735083378449,51.374898112219,52.0069059952475,52.6307476732151,53.2460637918026,53.8524949966907,54.4496819335618
HUN,64.2602344392211,64.646880283041,65.0400009155273,64.8452987670898,65.0225372314453,66.1261367797852,67.0155868530273,67.0041656494141,68.0976986078883,68.4592590332031,69.5305480957031,69.4779934082031,69.5772326660156,69.9277636266638,70.3071053512008,70.4847717285156,70.4733810424805,70.4542541503906,70.4711761474609,70.4565277099609,70.2917327880859,70.2059275331413,70.1585064243445,70.2923026891431
IBD,43.6667023896647,44.2905845807242,44.9754758078454,45.6701134027848,46.2937905593518,46.9145693724127,47.5769747009825,48.2961047629039,48.8903466913443,49.5693483292079,50.1080208606821,51.1470854803375,51.7855203403866,52.4999014352869,53.1837216780098,53.9332868281978,54.6015207244718,55.2222227935355,55.8598392575292,56.4284852445038,56.8651715048446,57.4187341409059,57.7552337954716,58.0307470483158
IBT,40.6173905220433,41.1678618330616,41.766581583109,42.3762640835833,42.9364845694025,43.4950447951068,44.084927300718,44.7090025033096,45.2433766801961,45.8291168552633,46.3031248309061,47.1590174633299,47.7241339152613,48.351628708208,48.9336069658772,49.5541695951727,50.1161429968315,50.6435884708012,51.1819701268997,51.6640843924242,52.0441331737646,52.5067410155359,52.8148643869515,53.0808012257073
IDA,29.9005553322283,30.3280338912572,30.7713616580518,31.2367330787591,31.7261780702923,32.2230094118676,32.7271143799728,33.2049658362949,33.7058769385953,34.1521963638527,34.5794774018143,35.0257888421889,35.5089070615958,35.9972352750717,36.4061620765395,36.7875012930537,37.1915834095229,37.6103588043171,38.0402833464091,38.4668213219761,38.8919117214158,39.3219635762075,39.7708012570462,40.2218272005988
IDB,37.1026016090268,37.6077426188299,38.1449950358966,38.7046042253944,39.2712038089643,39.8348778202094,40.3888250207305,40.8889051590091,41.3446440311986,41.7469202004975,42.1151997510905,42.5084884969366,42.9159323176066,43.3275756317313,43.7524751266553,44.1901706504123,44.6500251183283,45.1144259487283,45.5767065281075,46.0543233703288,46.5685904859548,47.0949322895637,47.6330129185198,48.1773673159897
IDN,41.9861540600656,42.9018895186157,43.7824069030376,44.6301761521872,45.4476736441888,46.2373757571669,47.0017588692457,47.7432993585496,48.4644736032029,49.16775798133,49.8521375148888,50.4830017089844,51.1593933105469,51.8307495117188,52.5002136230469,53.1720771789551,53.812557220459,54.4541015625,55.0956840515137,55.7382049560547,56.2785287648768,56.8761702464027,57.4934704226599,58.1179353397878
IDX,26.060875303171,26.4345607330098,26.8234245279128,27.2352733087832,27.6750546607291,28.1286312175987,28.6001762405189,29.054252356712,29.5645339868637,30.0204192752168,30.4664366828355,30.9333638048884,31.4552181135266,31.9824200381304,32.3834467950314,32.7380976919446,33.1218316185591,33.5266826149303,33.950062765686,34.362549702073,34.7524238206183,35.1406165500882,35.5511339217003,35.9657912741954
IMN,51.8280887588444,51.8267726358515,51.7294050812584,51.5389094585101,51.3260536002657,51.1608382095573,51.1148712415781,51.2353481079414,51.4683663096054,51.7305375428215,51.9396170300917,52.0246324097527,52.0555317322629,52.0804107092926,52.0997913403899,52.1164840474526,52.1331532169475,52.1498415744309,52.1651893864538,52.1789898247578,52.1909519786866,52.1999559660634,52.1955609162662,52.1832571730182
IND,27.6470407512523,27.9028652096636,28.1756878910456,28.4660287698,28.7726067228528,29.0945497159107,29.4309857146804,29.7810426848684,30.1438485921815,30.5185314023263,30.9042190810094,31.2746502853309,31.5898935604399,31.9096789235237,32.2288233408821,32.5472990022299,32.8650780972823,33.1821328157539,33.4984353473598,33.8139578818147,34.1286726088333,34.4425517181304,34.7555673994206,35.0676918424186
INX,,,,,,,,,,,,,,,,,,,,,,,,
IRL,59.1247997891425,59.3763923617156,59.6367259990731,59.9120142632573,60.1994750854288,60.4882988006461,60.7703677431593,61.0601979374234,61.3581903884996,61.6421022728798,61.8910689348512,62.0872735820277,62.2529318511038,62.4047157756118,62.535401730577,62.6392123492764,62.7229399123734,62.9035196521232,63.0844503476779,63.2737009154127,63.4713366724915,63.6774229356985,63.8920250215059,64.1152082461268
IRN,64.4780120849609,65.2168655395508,65.9271621704102,66.6049270629883,67.2567367553711,67.8708801269531,68.3101850492144,68.806189933608,69.3790072996746,69.99007683587,70.6092626774386,71.204050944517,71.7633634041294,72.3030873515412,72.8324070385223,73.3561403575949,73.8796100096595,74.4011840820312,74.8034286499023,75.2038879394531,75.5986404418945,75.9926376342773,76.3342208862305,76.6759567260742
IRQ,67.6331913847871,67.751941516652,67.8938101691696,68.0521271794625,68.2202223846538,68.391425621866,68.5590667282222,68.716475540845,68.8569818968574,68.9742328505284,69.0582953378474,69.1252233869916,69.2222213745117,69.444450378418,69.6666641235352,69.920524597168,69.9123778259643,69.8944511190753,69.8765148865842,69.8683395385742,69.8683166503906,69.8682708740234,69.8682861328125,69.868278503418
ISL,91.9674192031642,92.0452304560359,92.1674022598912,92.3235559316863,92.4377293375354,92.377441015064,92.1949009038813,92.3614571703229,93.0646442174216,93.4441340553707,93.4588348107886,93.41106112427,93.514892578125,93.6166725158692,93.6196716315805,93.727919768566,93.7822647094726,93.7718982310092,93.8526667025487,93.9770847416131,94.1367102874722,94.2108206403841,94.1787071228028,94.1518261784801
ISR,91.2809653237465,91.365021842149,91.4444967249569,91.5176897789793,91.5829008110251,91.6384296279033,91.6825760364229,91.713639843393,91.7292868898136,91.7319738585748,91.7316426703946,91.7304024673781,91.7276502819515,91.7227831465406,91.7151980935716,91.7042921554705,91.6894623646632,91.6701057535759,91.6456193546346,91.6154002002652,91.5788453228939,91.5353517549466,91.4979834273327,91.5089569794505
ITA,67.1932283786243,67.27519882288,67.3538786566538,67.4299414611787,67.5072499739908,67.5897169318419,67.6812550714834,67.7857771296669,67.9071958431441,68.0494239486665,68.2163741829857,68.4015073889511,68.7608794235259,69.3073989916076,69.5807638614879,69.6100006103516,69.5969232525286,69.5180784259382,69.4800033569336,69.5050010681153,69.5187492370606,69.4812507629394,69.4839779766539,69.5381540123301
JAM,51.7165550768252,51.934190578424,52.1467222312645,52.3564891419558,52.5637655955662,52.7685237926234,52.9707359336549,53.1703742191887,53.3674108497524,53.5618180258738,53.7535679480806,53.956586109128,54.2478817703732,54.548819811983,54.8660395670395,55.1995248014924,55.549259277615,55.9152267548307,56.297410990325,56.6957957395074,57.1103647563627,57.5411017937226,57.9879906034775,58.4510149367429
JOR,78.2848247546539,78.2902365290261,78.2972918926847,78.3069420335538,78.3185350370311,78.412126230667,78.755612573541,79.3358270749644,80.1290966207551,81.1117480967305,82.2601083887084,83.5505043825064,84.9592629639423,86.4627110188335,88.0371754329978,89.8881391939133,90.56272794707,90.8764609714428,91.2008859099729,91.515966492507,91.8216722992319,92.117972910453,92.4048379066163,92.682236868336
JPN,78.6126803295375,79.1577482060887,80.5469860733981,82.4206778416671,84.3710541898905,85.9573620483714,87.1460898958075,88.2701404492656,89.2921563808851,90.1131158718189,90.6228586840649,90.8631654434251,91.0265277326652,91.1516595654317,91.2548945132333,91.3532644103625,91.4541254852142,91.5498419685883,91.6377318609728,91.7164207898107,91.7809926267889,91.8741049279527,91.9776532428406,92.0826903891473
KAZ,56.0239607657944,55.7813717131331,55.5045911261585,55.2115277236592,54.9200902244233,54.6481873472392,54.4137278108953,54.2346203341799,54.1287736358813,54.1167144748885,54.2054127497102,54.3996086425518,54.69208192838,55.0779764821252,55.5524361787178,56.1106048930882,56.7476265001667,57.4586448748837,58.2388038921695,59.0832474269546,59.9871193541692,61.030254280267,61.444157327248,61.7560919499181
KEN,19.4553832211834,20.4416297068833,21.8586568137501,23.563889811899,25.4147539714454,27.2686745625048,28.9830768551925,30.4153861196239,31.4230276259143,31.8603086707305,31.8713287706458,31.8673949025409,31.8558130142761,31.8324454433988,31.7931545274563,31.7338026039958,31.6502520105647,31.5383650847102,31.3940041639796,31.1895566421135,31.2063494632616,31.2879334021971,31.4307820066946,31.6330340816429
KGZ,35.3216067847574,35.3160273737858,35.3118703235333,35.3086519815317,35.3058886953128,35.3030968124082,35.2997926803498,35.2954926466692,35.2897130588983,35.2815523593591,35.267768240398,35.2466507961984,35.218916221918,35.1850529225105,35.1455493029297,35.1008937681291,35.0515747230627,34.9980805726839,34.9408997219466,34.8805205758044,34.8174315392111,34.7521210171204,34.7003053497743,34.706439175362
KHM,18.6242216655572,18.7186818716995,18.803641734126,18.8881765274479,18.9813615262763,19.0922720052225,19.2299832388976,19.4035705019128,19.6574509865325,20.1979728726519,21.1232251168762,22.3824788531276,23.9411047582349,25.7644735090271,27.8179557823331,30.0669222549819,32.4767436038024,35.0127905056235,37.6404336372742,39.5830241256026,39.832658030922,40.1091858128847,40.374616187368,40.6290788072508
KIR,43.3274808848011,43.4777440627131,43.4985457088421,43.510668313316,43.5238025326975,43.5443274444527,43.7349826427011,44.6212141757087,45.9461325515373,47.3510238975116,48.4603839564718,49.1228169536795,49.5800786695548,49.9687043258795,50.3909308922385,50.9541970402064,51.7710553002321,52.9734697275451,54.5004023142497,56.2846727145489,58.4123714112748,59.6364645301985,60.5739126559419,61.5244676194408
KNA,32.764294564989,32.5960599951138,32.4368354358251,32.2808981467536,32.1287199225823,31.9804975781124,31.8364279281447,31.6967077874804,31.5615339709202,31.4311032932653,31.3056125693165,31.2000648379646,31.2035138804223,31.2131485582887,31.2290015317909,31.2513929695583,31.2806171906169,31.3169642505921,31.3607229995076,31.4121818392285,31.4716289738952,31.5393525093972,31.6156404983167,31.7007809622822
KOR,79.579960745642,79.8787704357425,80.2766294544335,80.707793508044,81.104386778171,81.3901352283669,81.566462110512,81.712125801927,81.8350833138518,81.9245045084002,81.9685075986486,81.9615408086376,81.9087898200378,81.8269383502703,81.7315682816954,81.639489860678,81.5559241797057,81.471030429984,81.3823523035196,81.2901063535619,81.1759595622913,81.1616526507785,81.1624941626873,81.1645551720421
KWT,99.0,99.2347539628831,99.5090276880805,99.7655794280652,99.94716743531,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
LAC,74.635184719868,75.0695928785679,75.4707337911588,75.834960082244,76.1592168193188,76.4445044108649,76.6940278232769,76.9321836390385,77.1623721069461,77.3853179744854,77.6030533881745,77.8138705226315,78.0274964256144,78.2486911735891,78.4742071158149,78.7052501821736,78.9382028591705,79.1732547040471,79.39536132929,79.6346434391868,79.8692548857256,80.0850327420149,80.294444140205,80.5262275066979
LAO,22.1840964350091,23.3728884682287,24.5247834668291,25.5945881340707,26.5371091732139,27.3224977292697,28.0378756242097,28.7343050001346,29.4034348148069,30.0420311503825,30.6468600890172,31.2146877128668,31.7422801040872,32.2264033448341,32.6638235172635,33.1240204432199,33.8267455533474,34.5115346444216,35.2050070032013,35.9072880879451,36.6185033569111,37.338778268357,38.0682382805397,38.8070088517156
LBN,86.0,86.1451238111303,86.2942846645228,86.4475351790771,86.6049279736931,86.7665156672703,86.9323508787087,87.1024862269079,87.2769743307677,87.4558678091878,87.6392192810679,87.8270813653079,88.0195066808075,88.2165478464663,88.4182574811842,88.6246882038608,88.835892633396,89.0519233886895,89.272833088641,89.4986743521503,89.729499798117,89.965362045441,90.206313713022,90.4524074197598
LBR,43.7710042955819,44.1509656015089,44.566701526991,45.0004573003041,45.4344781497244,45.8510093035277,46.2322959899902,46.6104850769043,47.1080497871025,47.6245255922562,48.1407517057907,48.6583302770849,49.1773247639526,49.6977986242077,50.2198153156642,50.7434382961363,51.2687310234384,51.7957569553849,52.3245795497906,52.85526226447,53.3878685572381,53.9224618859098,54.4591057083,54.997863482224
LBY,86.9508513726842,87.3194455877457,87.6256192750746,87.8659880500458,88.0371675280346,88.135773324416,88.1599560242948,88.1560287475586,88.1474456787109,88.1345825195312,88.1177139282227,88.0970458984375,88.0727920532227,88.0451431274414,88.0142059326172,87.8159103393555,87.8160056703177,87.8166729870528,87.818484275334,87.8220115209342,87.8278267096263,87.8365018271835,87.8486088593786,87.8647197919848
LCA,27.8532282391838,27.5160334778671,26.9383251458178,26.0119584764195,24.8459172882296,23.5419158996884,22.2016686292365,20.9268897953144,19.8192937163625,18.9805947108213,18.5125070971313,18.4743479557314,18.6193081275177,18.9258370999948,19.3915445904726,20.0204288176073,20.8164880000551,21.783720356472,22.9261241055144,24.2476974658382,25.7524386560998,27.4443458949551,29.097678526676,29.0976313248036
LCN,75.5652938767543,75.976045174242,76.3512501777298,76.6914735334426,76.9954336361577,77.2668685511939,77.5042941356727,77.7312607437126,77.950737593591,78.1635374830328,78.37135488215,78.5717207273562,78.7697906096959,78.9755056336712,79.185365448744,79.4004597252698,79.6161243552428,79.8285331741903,80.019051151549,80.2273019080141,80.4373918446532,80.6341871510642,80.8277327769,81.0435031476023
LDC,25.2969777478564,25.7042514408011,26.1235987482496,26.5647090012624,27.0325253025417,27.5133376115852,28.0028072939355,28.4595932639011,28.9917994038686,29.4725533033583,29.9310226455345,30.3603055533776,30.7716900531857,31.2005300334167,31.651744149734,32.1047483080213,32.5666253276981,33.039366595905,33.5157241184012,33.9602697628177,34.386093996674,34.8170450065276,35.2589263540141,35.6959352473229
LIC,29.0741163710835,29.3480454225964,29.5730009258841,29.7799647335216,30.0124353620847,30.2368530237414,30.4859442546021,30.7830667585565,31.0615772670323,31.3326207050571,31.6467020992516,32.0804495525882,32.6854591692447,33.2775752184144,33.6207338641016,33.8598112051753,34.1587699266868,34.5083826756174,34.8905984783002,35.2627989918991,35.6481034487706,36.0231245330033,36.4160805989563,36.8047741771747
